Date,Open,High,Low,Close,Volume
05/16/2022,"193.18","194.47","189.86","192.28","237,968"
05/13/2022,"192.09","195.50","190.19","194.07","256,668"
05/12/2022,"189.22","192.50","186.08","189.25","331,588"
05/11/2022,"194.75","198.53","190.15","190.62","469,948"
05/10/2022,"199.17","200.00","187.41","193.74","550,347"
05/09/2022,"209.99","210.65","192.74","195.59","550,025"
05/06/2022,"208.15","208.94","199.44","201.89","626,230"
05/05/2022,"218.76","221.40","207.82","209.68","361,023"
05/04/2022,"219.51","222.00","212.09","221.25","399,765"
05/03/2022,"215.84","221.08","214.15","218.85","332,320"
05/02/2022,"219.30","223.08","212.09","215.89","362,425"
04/29/2022,"223.97","227.08","218.32","218.73","357,524"
04/28/2022,"221.82","226.48","217.82","225.25","282,012"
04/27/2022,"217.91","222.30","216.69","219.04","243,367"
04/26/2022,"221.43","224.07","217.81","218.05","309,574"
04/25/2022,"221.31","224.85","218.01","224.13","341,626"
04/22/2022,"228.10","228.32","223.88","224.21","203,667"
04/21/2022,"235.16","238.44","227.87","229.05","192,293"
04/20/2022,"232.11","235.50","232.03","232.38","203,285"
04/19/2022,"225.34","232.35","225.34","230.77","216,503"
04/18/2022,"224.13","227.26","223.76","225.50","233,257"
04/14/2022,"225.16","228.89","224.11","224.90","224,831"
04/13/2022,"221.99","227.52","221.99","225.99","242,105"
04/12/2022,"226.44","229.68","222.13","222.43","256,881"
04/11/2022,"218.62","226.81","218.03","224.48","301,810"
04/08/2022,"221.70","222.80","217.73","220.16","272,284"
04/07/2022,"227.05","227.50","217.37","220.84","324,024"
04/06/2022,"226.89","231.99","224.86","228.38","488,302"
04/05/2022,"234.23","237.49","229.20","229.47","365,400"
04/04/2022,"235.72","238.90","233.79","238.48","292,813"
04/01/2022,"240.67","242.49","234.58","236.61","352,950"
03/31/2022,"242.26","245.04","239.40","239.46","277,238"
03/30/2022,"244.10","246.41","240.98","243.22","233,247"
03/29/2022,"241.67","249.40","240.62","246.06","623,764"
03/28/2022,"236.06","239.09","235.50","237.27","319,293"
03/25/2022,"232.97","235.15","231.18","235.13","230,123"
03/24/2022,"227.87","231.60","225.54","231.34","162,184"
03/23/2022,"230.58","233.00","226.80","227.41","230,119"
03/22/2022,"231.59","235.29","230.49","234.14","222,821"
03/21/2022,"234.24","235.76","228.34","229.36","242,521"
03/18/2022,"234.71","238.26","232.47","233.89","390,490"
03/17/2022,"233.39","237.18","233.25","236.36","295,068"
03/16/2022,"228.21","238.34","225.00","237.49","474,907"
03/15/2022,"225.73","227.59","221.14","223.68","298,927"
03/14/2022,"225.64","232.82","222.14","223.24","403,347"
03/11/2022,"222.66","226.59","220.86","223.60","290,822"
03/10/2022,"216.28","222.66","215.95","218.84","351,351"
03/09/2022,"219.55","223.97","217.43","221.55","245,495"
03/08/2022,"215.56","217.59","209.50","212.53","363,217"
03/07/2022,"222.52","223.25","212.97","213.63","457,738"
03/04/2022,"235.52","237.46","220.28","223.35","344,276"
03/03/2022,"249.28","250.79","235.61","239.55","443,665"
03/02/2022,"247.93","250.87","246.25","247.00","396,205"
03/01/2022,"246.94","250.61","243.10","245.76","507,963"
02/28/2022,"237.94","249.45","237.94","246.22","570,860"
02/25/2022,"234.73","244.59","234.73","243.91","422,666"
02/24/2022,"227.01","236.60","224.17","234.51","401,984"
02/23/2022,"247.01","249.08","234.28","234.77","228,066"
02/22/2022,"240.51","247.84","238.58","245.13","251,133"
02/18/2022,"244.35","249.56","242.22","242.66","256,049"
02/17/2022,"248.53","249.70","244.66","245.10","226,434"
02/16/2022,"249.04","254.05","248.54","252.50","545,390"
02/15/2022,"246.58","253.11","246.58","250.20","241,721"
02/14/2022,"251.60","254.02","242.75","244.66","232,924"
02/11/2022,"259.33","260.86","250.41","252.18","287,393"
02/10/2022,"257.00","264.40","255.66","257.35","255,949"
02/09/2022,"256.40","262.94","256.00","262.22","207,179"
02/08/2022,"250.43","254.90","250.13","253.13","373,538"
02/07/2022,"250.19","253.92","248.20","250.85","274,336"
02/04/2022,"253.68","255.40","247.29","250.56","159,300"
02/03/2022,"252.37","257.41","252.35","254.00","181,602"
02/02/2022,"253.08","257.83","252.24","254.91","253,680"
02/01/2022,"251.92","253.69","248.75","252.33","216,321"
01/31/2022,"242.20","251.48","241.96","250.79","313,720"
01/28/2022,"237.59","242.99","233.53","242.87","203,822"
01/27/2022,"243.85","247.45","236.33","237.48","221,835"
01/26/2022,"245.99","250.85","239.49","240.96","241,707"
01/25/2022,"243.94","246.81","237.52","241.00","402,282"
01/24/2022,"239.46","250.47","235.28","249.35","335,943"
01/21/2022,"243.57","251.62","243.17","245.77","306,245"
01/20/2022,"244.52","255.23","243.37","244.51","282,640"
01/19/2022,"250.77","252.54","243.07","243.28","198,845"
01/18/2022,"252.74","254.37","247.25","249.84","267,305"
01/14/2022,"257.63","258.49","250.50","254.68","199,824"
01/13/2022,"262.18","266.29","259.63","260.92","145,004"
01/12/2022,"263.15","266.13","259.14","262.45","216,404"
01/11/2022,"252.90","260.26","248.32","259.99","215,027"
01/10/2022,"255.75","258.44","247.86","252.90","407,670"
01/07/2022,"257.75","261.25","255.97","257.63","274,374"
01/06/2022,"263.68","264.84","258.28","259.00","264,316"
01/05/2022,"275.37","275.37","261.52","262.05","247,206"
01/04/2022,"269.87","275.77","266.97","274.36","216,654"
01/03/2022,"271.81","272.86","264.96","267.83","234,794"
